date,amount,account_code,account_name,vendor,description,journal_ref
2024-10-29,1861.68,1200,Accounts Receivable,Customer D Industries,Service rendered,JE-10613
2024-03-02,7008.32,6000,Salaries Expense,Vector IT Solutions,Vendor payment,JE-10614
2024-01-16,1539.35,7000,Cash Disbursements,Vector IT Solutions,Routine purchase,JE-10615
2024-11-02,9209.82,4000,Sales Revenue,Citywide Rentals LLC,Subscription renewal,JE-10616
2024-06-04,397.0,6500,Travel & Entertainment,Customer B LLC,Recurring charge,JE-10617
2024-07-27,319.98,6300,Office Supplies,Customer B LLC,Vendor payment,JE-10618
2024-05-10,6729.32,6000,Salaries Expense,Customer B LLC,Vendor payment,JE-10619
2024-06-19,202.31,6300,Office Supplies,Bayview Logistics,Vendor payment,JE-10620
2024-10-02,5122.15,4000,Sales Revenue,Quantum Software Inc,Service rendered,JE-10621
2024-02-07,715.62,6200,Utilities Expense,Apex Payroll Services,Equipment lease,JE-10622
2024-09-27,7491.3,5100,Inventory Purchases,Summit Marketing Group,Equipment lease,JE-10623
2024-07-28,4850.0,6700,Software Subscriptions,QuickFix Consultants #1992,,JE-10624
2024-11-09,412.63,6300,Office Supplies,Reliant Repair Services,Reimbursement,JE-10625
2024-01-08,2843.09,4100,Service Revenue,Vector IT Solutions,Routine purchase,JE-10626
2024-07-29,4571.31,7000,Cash Disbursements,Apex Payroll Services,Service rendered,JE-10627
2024-10-04,996.65,6800,Insurance Expense,Reliant Repair Services,Vendor payment,JE-10628
2024-11-11,458.5,6200,Utilities Expense,Vector IT Solutions,Routine purchase,JE-10629
2024-09-16,2419.61,4100,Service Revenue,Bridgepoint Travel,Supplies order,JE-10630
2024-06-28,10000.0,6300,Office Supplies,Summit Marketing Group,Recurring charge,JE-10631
2024-10-10,3713.17,2000,Accounts Payable,Standard Bank,Subscription renewal,JE-10632
2024-08-08,2737.7,2000,Accounts Payable,Acme Supplies Inc,Equipment lease,JE-10633
2024-04-25,50.0,6900,Repairs & Maintenance,Bayview Logistics,Routine purchase,JE-10634
2024-02-08,1919.78,7000,Cash Disbursements,Summit Marketing Group,Monthly invoice,JE-10635
2024-08-09,5000.0,6800,Insurance Expense,Pacific Office Co,Reimbursement,JE-10636
2024-10-07,3573.44,6400,Professional Fees,Citywide Rentals LLC,Routine purchase,JE-10637
2024-02-21,826.02,6500,Travel & Entertainment,Northstar Utilities,Equipment lease,JE-10638
2024-02-04,1340.52,6010,Payroll Tax Expense,Quantum Software Inc,Subscription renewal,JE-10639
2024-06-03,276.15,6300,Office Supplies,Pacific Office Co,Vendor payment,JE-10640
2024-09-17,4096.27,4100,Service Revenue,Customer D Industries,Subscription renewal,JE-10641
2024-01-31,8335.46,6000,Salaries Expense,Citywide Rentals LLC,Service rendered,JE-10642
2024-05-07,9946.2,4100,Service Revenue,Customer A Corp,Service rendered,JE-10643
2024-12-14,2500.0,6200,Utilities Expense,Acme Supplies Inc,Supplies order,JE-10644
2024-06-15,50.0,1200,Accounts Receivable,Customer C Holdings,Equipment lease,JE-10645
2024-12-16,1481.2,6600,Marketing Expense,Quantum Software Inc,Routine purchase,JE-10646
2024-07-24,2623.17,4100,Service Revenue,Vector IT Solutions,Monthly invoice,JE-10647
2024-12-25,9567.46,5100,Inventory Purchases,Reliant Repair Services,Equipment lease,JE-10648
2024-01-12,7924.44,6000,Salaries Expense,Pacific Office Co,Subscription renewal,JE-10649
2024-12-17,2738.05,6400,Professional Fees,Apex Payroll Services,Supplies order,JE-10650
2024-09-07,3316.27,4000,Sales Revenue,Pacific Office Co,Service rendered,JE-10651
2024-09-25,50.0,2000,Accounts Payable,Customer A Corp,Service rendered,JE-10652
2024-09-09,5250.15,5000,Cost of Goods Sold,Greenline Insurance,Monthly invoice,JE-10653
2024-01-17,50.0,2000,Accounts Payable,Quantum Software Inc,Subscription renewal,JE-10654
2024-01-04,7857.06,4000,Sales Revenue,Customer A Corp,Equipment lease,JE-10655
2024-04-02,466.16,5000,Cost of Goods Sold,Standard Bank,Vendor payment,JE-10656
2024-12-29,24850.0,6700,Software Subscriptions,Vista Trading Co #1993,,JE-10657
2024-04-07,1071.11,6400,Professional Fees,Acme Supplies Inc,Service rendered,JE-10658
2024-04-04,256.97,6500,Travel & Entertainment,Customer B LLC,Recurring charge,JE-10659
2024-01-13,6928.54,6000,Salaries Expense,Vector IT Solutions,Routine purchase,JE-10660
2024-12-25,1133.48,6800,Insurance Expense,Standard Bank,Supplies order,JE-10661
2024-12-23,1061.56,6800,Insurance Expense,Reliant Repair Services,Monthly invoice,JE-10662
2024-11-26,200.91,6900,Repairs & Maintenance,Pacific Office Co,Routine purchase,JE-10663
2024-06-06,1156.69,2000,Accounts Payable,Customer D Industries,Supplies order,JE-10664
2024-05-15,1133.99,6800,Insurance Expense,Bridgepoint Travel,Supplies order,JE-10665
2024-06-28,328.73,6200,Utilities Expense,Citywide Rentals LLC,Equipment lease,JE-10666
2024-12-17,8325.58,6000,Salaries Expense,Quantum Software Inc,Recurring charge,JE-10667
2024-04-25,871.34,6500,Travel & Entertainment,Customer D Industries,Service rendered,JE-10668
2024-02-22,8395.06,6000,Salaries Expense,Citywide Rentals LLC,Reimbursement,JE-10669
2024-12-23,732.28,6010,Payroll Tax Expense,Vector IT Solutions,Reimbursement,JE-10670
2024-03-01,2815.49,1200,Accounts Receivable,Quantum Software Inc,Routine purchase,JE-10671
2024-03-11,1695.17,6400,Professional Fees,Customer C Holdings,Routine purchase,JE-10672
2024-02-29,688.35,6600,Marketing Expense,Quantum Software Inc,Recurring charge,JE-10673
2024-10-05,1868.6,6600,Marketing Expense,Summit Marketing Group,Supplies order,JE-10674
2024-10-15,4780.87,1200,Accounts Receivable,Customer B LLC,Equipment lease,JE-10675
2024-06-20,3883.57,5000,Cost of Goods Sold,Citywide Rentals LLC,Routine purchase,JE-10676
2024-08-14,4558.97,4100,Service Revenue,Bayview Logistics,Supplies order,JE-10677
2024-09-06,4690.59,1200,Accounts Receivable,Standard Bank,Equipment lease,JE-10678
2024-05-05,4850.0,6900,Repairs & Maintenance,Vista Trading Co #1985,,JE-10679
2024-11-11,200.21,6300,Office Supplies,Summit Marketing Group,Routine purchase,JE-10680
2024-08-27,621.12,6010,Payroll Tax Expense,Reliant Repair Services,Reimbursement,JE-10681
2024-01-23,7227.21,6000,Salaries Expense,Summit Marketing Group,Vendor payment,JE-10682
2024-12-09,1035.68,6800,Insurance Expense,Bridgepoint Travel,Reimbursement,JE-10683
2024-12-28,815.67,6500,Travel & Entertainment,Greenline Insurance,Monthly invoice,JE-10684
2024-05-16,2901.78,5000,Cost of Goods Sold,Citywide Rentals LLC,Recurring charge,JE-10685
2024-10-14,889.59,7000,Cash Disbursements,Customer D Industries,Equipment lease,JE-10686
2024-07-03,599.02,6010,Payroll Tax Expense,Pacific Office Co,Supplies order,JE-10687
2024-10-21,5591.85,6000,Salaries Expense,Quantum Software Inc,Recurring charge,JE-10688
2024-03-23,536.94,6200,Utilities Expense,Bridgepoint Travel,Service rendered,JE-10689
2024-01-10,1195.0,6800,Insurance Expense,Standard Bank,Reimbursement,JE-10690
2024-07-30,50.0,6500,Travel & Entertainment,Customer B LLC,Routine purchase,JE-10691
2024-10-03,3062.18,6100,Rent Expense,Citywide Rentals LLC,Recurring charge,JE-10692
2024-09-18,3023.88,6100,Rent Expense,Apex Payroll Services,Supplies order,JE-10693
2024-03-18,2031.0,4000,Sales Revenue,Summit Marketing Group,Service rendered,JE-10694
2024-02-02,3990.88,4000,Sales Revenue,Pacific Office Co,Vendor payment,JE-10695
2024-09-09,1072.34,6900,Repairs & Maintenance,Bridgepoint Travel,Recurring charge,JE-10696
2024-09-06,591.8,6500,Travel & Entertainment,Quantum Software Inc,Equipment lease,JE-10697
2024-09-08,1064.09,1200,Accounts Receivable,Vector IT Solutions,Recurring charge,JE-10698
2024-05-22,986.16,6500,Travel & Entertainment,Summit Marketing Group,Vendor payment,JE-10699
2024-05-04,5789.04,6000,Salaries Expense,Standard Bank,Supplies order,JE-10700
2024-05-02,4820.71,5100,Inventory Purchases,Customer A Corp,Monthly invoice,JE-10701
2024-12-08,294.71,6200,Utilities Expense,Vector IT Solutions,Monthly invoice,JE-10702
2024-02-28,4753.53,4000,Sales Revenue,Standard Bank,Reimbursement,JE-10703
2024-05-15,524.34,6700,Software Subscriptions,Acme Supplies Inc,Recurring charge,JE-10704
2024-02-29,5838.58,6000,Salaries Expense,Apex Payroll Services,Service rendered,JE-10705
2024-09-10,2849.69,6100,Rent Expense,Customer B LLC,Service rendered,JE-10706
2024-03-20,5428.41,5000,Cost of Goods Sold,Standard Bank,Service rendered,JE-10707
2024-08-26,50.0,6900,Repairs & Maintenance,Summit Marketing Group,Monthly invoice,JE-10708
2024-08-13,723.38,6300,Office Supplies,Standard Bank,Equipment lease,JE-10709
2024-02-08,2903.3,6100,Rent Expense,Summit Marketing Group,Vendor payment,JE-10710
2024-03-01,1239.16,6010,Payroll Tax Expense,Quantum Software Inc,Vendor payment,JE-10711
2024-09-13,3230.65,7000,Cash Disbursements,Customer D Industries,Monthly invoice,JE-10712
2024-05-16,4808.72,5100,Inventory Purchases,Vector IT Solutions,Routine purchase,JE-10713
2024-05-15,331.12,6400,Professional Fees,Customer A Corp,Equipment lease,JE-10714
2024-05-07,600.74,6600,Marketing Expense,Bayview Logistics,Vendor payment,JE-10715
2024-03-01,4149.3,1200,Accounts Receivable,Pacific Office Co,Equipment lease,JE-10716
2024-11-25,256.79,6500,Travel & Entertainment,Citywide Rentals LLC,Equipment lease,JE-10717
2024-01-26,3097.16,6100,Rent Expense,Reliant Repair Services,Monthly invoice,JE-10718
2024-04-30,6819.42,5100,Inventory Purchases,Bridgepoint Travel,Monthly invoice,JE-10719
2024-10-17,50.0,6500,Travel & Entertainment,Apex Payroll Services,Reimbursement,JE-10720
2024-09-12,4335.7,5100,Inventory Purchases,Vector IT Solutions,Recurring charge,JE-10721
2024-10-08,2964.27,6400,Professional Fees,Bayview Logistics,Recurring charge,JE-10722
2024-10-16,3425.28,6400,Professional Fees,Customer D Industries,Supplies order,JE-10723
2024-02-19,5768.59,6000,Salaries Expense,Bayview Logistics,Equipment lease,JE-10724
2024-07-03,4437.26,5000,Cost of Goods Sold,Standard Bank,Monthly invoice,JE-10725
2024-05-02,8275.01,5100,Inventory Purchases,Reliant Repair Services,Supplies order,JE-10726
2024-06-27,946.36,6800,Insurance Expense,Customer A Corp,Vendor payment,JE-10727
2024-02-01,4882.18,6000,Salaries Expense,Northstar Utilities,Monthly invoice,JE-10728
2024-02-22,1697.08,4100,Service Revenue,Pacific Office Co,Reimbursement,JE-10729
2024-08-10,1453.2,6400,Professional Fees,Vector IT Solutions,Vendor payment,JE-10730
2024-07-09,4632.42,5100,Inventory Purchases,Acme Supplies Inc,Service rendered,JE-10731
2024-11-26,7889.73,6000,Salaries Expense,Standard Bank,Vendor payment,JE-10732
2024-05-06,420.57,6700,Software Subscriptions,Bayview Logistics,Supplies order,JE-10733
2024-10-14,1809.05,6600,Marketing Expense,Citywide Rentals LLC,Recurring charge,JE-10734
2024-01-04,2947.73,6100,Rent Expense,Vector IT Solutions,Routine purchase,JE-10735
2024-12-11,685.79,6600,Marketing Expense,Apex Payroll Services,Monthly invoice,JE-10736
2024-06-21,304.75,6200,Utilities Expense,Customer B LLC,Supplies order,JE-10737
2024-10-10,3938.64,4100,Service Revenue,Customer D Industries,Reimbursement,JE-10738
2024-04-17,935.79,6900,Repairs & Maintenance,Northstar Utilities,Service rendered,JE-10739
2024-11-26,50.0,7000,Cash Disbursements,Vector IT Solutions,Equipment lease,JE-10740
2024-11-14,365.45,6300,Office Supplies,Northstar Utilities,Monthly invoice,JE-10741
2024-01-09,452.71,6700,Software Subscriptions,Reliant Repair Services,Supplies order,JE-10742
2024-08-28,186.71,6300,Office Supplies,Apex Payroll Services,Vendor payment,JE-10743
2024-04-03,3034.36,6100,Rent Expense,Citywide Rentals LLC,Subscription renewal,JE-10744
2024-06-18,184.51,6300,Office Supplies,Citywide Rentals LLC,Vendor payment,JE-10745
2024-04-09,3085.56,1200,Accounts Receivable,Bridgepoint Travel,Vendor payment,JE-10746
2024-08-10,3338.33,7000,Cash Disbursements,Acme Supplies Inc,Recurring charge,JE-10747
2024-08-22,1138.79,6900,Repairs & Maintenance,Customer D Industries,Reimbursement,JE-10748
2024-02-13,3012.52,6100,Rent Expense,Reliant Repair Services,Routine purchase,JE-10749
2024-02-07,493.43,6300,Office Supplies,Northstar Utilities,Monthly invoice,JE-10750
2024-06-24,6646.76,6000,Salaries Expense,Bridgepoint Travel,Monthly invoice,JE-10751
2024-02-28,522.71,6200,Utilities Expense,Customer A Corp,Service rendered,JE-10752
2024-05-06,1211.14,6800,Insurance Expense,Customer A Corp,Service rendered,JE-10753
2024-11-08,426.5,6900,Repairs & Maintenance,Northstar Utilities,Vendor payment,JE-10754
2024-02-16,1708.07,6500,Travel & Entertainment,Summit Marketing Group,Monthly invoice,JE-10755
2024-10-21,2842.36,6100,Rent Expense,Customer C Holdings,Recurring charge,JE-10756
2024-02-21,3137.37,6100,Rent Expense,Apex Payroll Services,Equipment lease,JE-10757
2024-03-26,4221.03,1200,Accounts Receivable,Bayview Logistics,Vendor payment,JE-10758
2024-04-11,630.47,6010,Payroll Tax Expense,Customer C Holdings,Reimbursement,JE-10759
2024-06-26,4267.2,7000,Cash Disbursements,Customer B LLC,Service rendered,JE-10760
2024-07-08,2667.5,7000,Cash Disbursements,Quantum Software Inc,Service rendered,JE-10761
2024-01-15,627.87,5000,Cost of Goods Sold,Reliant Repair Services,Service rendered,JE-10762
2024-09-25,8903.78,4000,Sales Revenue,Customer B LLC,Vendor payment,JE-10763
2024-08-15,4898.57,5100,Inventory Purchases,Customer A Corp,Supplies order,JE-10764
2024-10-21,3298.65,1200,Accounts Receivable,Summit Marketing Group,Subscription renewal,JE-10765
2024-09-14,3089.71,6900,Repairs & Maintenance,Customer A Corp,Subscription renewal,JE-10766
2024-05-21,7616.34,1200,Accounts Receivable,Vector IT Solutions,Equipment lease,JE-10767
2024-10-09,251.13,6500,Travel & Entertainment,Northstar Utilities,Routine purchase,JE-10768
2024-05-24,1093.27,6600,Marketing Expense,Citywide Rentals LLC,Monthly invoice,JE-10769
2024-02-29,5058.36,4100,Service Revenue,Bridgepoint Travel,Equipment lease,JE-10770
2024-08-19,3466.49,4000,Sales Revenue,Greenline Insurance,Routine purchase,JE-10771
2024-10-03,7892.99,6000,Salaries Expense,Pacific Office Co,Subscription renewal,JE-10772
2024-10-21,1177.79,6800,Insurance Expense,Summit Marketing Group,Subscription renewal,JE-10773
2024-11-26,1777.79,6600,Marketing Expense,Bridgepoint Travel,Vendor payment,JE-10774
2024-09-17,1881.5,6400,Professional Fees,Quantum Software Inc,Subscription renewal,JE-10775
2024-07-09,733.15,6900,Repairs & Maintenance,Vector IT Solutions,,JE-10776
2024-10-07,954.84,6800,Insurance Expense,Vector IT Solutions,Service rendered,JE-10777
2024-03-18,727.9,6900,Repairs & Maintenance,Quantum Software Inc,Reimbursement,JE-10778
2024-10-12,214.34,6700,Software Subscriptions,Reliant Repair Services,Reimbursement,JE-10779
2024-07-29,798.44,6600,Marketing Expense,Citywide Rentals LLC,Routine purchase,JE-10780
2024-04-05,529.31,6900,Repairs & Maintenance,Customer A Corp,Reimbursement,JE-10781
2024-11-01,50.0,5100,Inventory Purchases,Acme Supplies Inc,Vendor payment,JE-10782
2024-07-02,3568.75,7000,Cash Disbursements,Customer C Holdings,Equipment lease,JE-10783
2024-05-22,1957.12,4100,Service Revenue,Apex Payroll Services,Equipment lease,JE-10784
2024-05-30,5086.99,1200,Accounts Receivable,Customer D Industries,Reimbursement,JE-10785
2024-02-12,699.16,6900,Repairs & Maintenance,Customer D Industries,Routine purchase,JE-10786
2024-11-29,462.34,6200,Utilities Expense,Citywide Rentals LLC,Supplies order,JE-10787
2024-04-11,3356.72,1200,Accounts Receivable,Customer B LLC,Routine purchase,JE-10788
2024-04-15,2874.85,6100,Rent Expense,Customer B LLC,Vendor payment,JE-10789
2024-11-12,5430.51,4100,Service Revenue,Greenline Insurance,Equipment lease,JE-10790
2024-11-29,1000.0,5100,Inventory Purchases,Vector IT Solutions,Subscription renewal,JE-10791
2024-03-23,3739.35,4100,Service Revenue,Citywide Rentals LLC,Supplies order,JE-10792
2024-04-04,50.0,7000,Cash Disbursements,Quantum Software Inc,Reimbursement,JE-10793
2024-07-22,4809.24,2000,Accounts Payable,Reliant Repair Services,Vendor payment,JE-10794
2024-01-03,5688.33,6000,Salaries Expense,Northstar Utilities,Monthly invoice,JE-10795
2024-11-29,1104.23,6800,Insurance Expense,Customer D Industries,Equipment lease,JE-10796
2024-12-31,3185.07,4100,Service Revenue,Customer C Holdings,Recurring charge,JE-10797
2024-10-10,50.0,6500,Travel & Entertainment,Acme Supplies Inc,Supplies order,JE-10798
2024-11-23,1328.34,6600,Marketing Expense,Customer B LLC,Supplies order,JE-10799
2024-06-25,4262.3,5100,Inventory Purchases,Northstar Utilities,Vendor payment,JE-10800
2024-08-27,10220.94,4000,Sales Revenue,Pacific Office Co,Reimbursement,JE-10801
2024-07-31,2927.29,7000,Cash Disbursements,Bayview Logistics,Equipment lease,JE-10802
2024-02-11,223.79,6500,Travel & Entertainment,Customer A Corp,Supplies order,JE-10803
2024-12-14,9850.0,6600,Marketing Expense,Maple Holdings Ltd #1995,,JE-10804
2024-04-09,5271.78,4100,Service Revenue,Bayview Logistics,Equipment lease,JE-10805
2024-08-07,299.62,6200,Utilities Expense,Greenline Insurance,Supplies order,JE-10806
2024-01-25,3029.88,6100,Rent Expense,Bridgepoint Travel,Supplies order,JE-10807
2024-06-26,3688.7,4000,Sales Revenue,Apex Payroll Services,Equipment lease,JE-10808
2024-11-21,3144.7,6100,Rent Expense,Summit Marketing Group,Reimbursement,JE-10809
2024-11-06,510.56,6200,Utilities Expense,Customer D Industries,Reimbursement,JE-10810
2024-03-14,14046.56,1200,Accounts Receivable,Customer C Holdings,Monthly invoice,JE-10811
2024-06-26,2027.93,2000,Accounts Payable,Greenline Insurance,Equipment lease,JE-10812
2024-10-30,320.94,6300,Office Supplies,Customer D Industries,Equipment lease,JE-10813
2024-08-07,20197.82,5100,Inventory Purchases,Bridgepoint Travel,Service rendered,JE-10814
2024-02-15,1987.46,6400,Professional Fees,Customer B LLC,Reimbursement,JE-10815
2024-08-05,5544.77,6000,Salaries Expense,Customer B LLC,Recurring charge,JE-10816
2024-07-16,2313.07,6400,Professional Fees,Pacific Office Co,Vendor payment,JE-10817
2024-10-31,1367.6,6010,Payroll Tax Expense,Customer D Industries,Vendor payment,JE-10818
2024-08-27,990.96,6010,Payroll Tax Expense,Summit Marketing Group,Supplies order,JE-10819
2024-03-11,255.23,6700,Software Subscriptions,Customer D Industries,Routine purchase,JE-10820
2024-08-19,366.46,6700,Software Subscriptions,Quantum Software Inc,Reimbursement,JE-10821
2024-10-20,550.7,6200,Utilities Expense,Reliant Repair Services,Supplies order,JE-10822
2024-11-25,7360.02,1200,Accounts Receivable,Vector IT Solutions,Subscription renewal,JE-10823
2024-05-09,5592.45,5100,Inventory Purchases,Customer B LLC,Equipment lease,JE-10824
2024-01-24,875.61,6600,Marketing Expense,Citywide Rentals LLC,Vendor payment,JE-10825
2024-09-09,1288.47,6600,Marketing Expense,Customer D Industries,Equipment lease,JE-10826
2024-04-19,1003.9,2000,Accounts Payable,Greenline Insurance,Reimbursement,JE-10827
2024-04-02,1425.81,6010,Payroll Tax Expense,Summit Marketing Group,Supplies order,JE-10828
2024-05-07,2981.31,6100,Rent Expense,Citywide Rentals LLC,Monthly invoice,JE-10829
2024-10-08,1803.35,6400,Professional Fees,Pacific Office Co,Reimbursement,JE-10830
2024-01-24,1312.6,7000,Cash Disbursements,Standard Bank,Supplies order,JE-10831
2024-03-21,755.66,6400,Professional Fees,Quantum Software Inc,Routine purchase,JE-10832
2024-01-22,1219.75,2000,Accounts Payable,Reliant Repair Services,Subscription renewal,JE-10833
2024-11-28,4561.98,1200,Accounts Receivable,Customer D Industries,Subscription renewal,JE-10834
2024-12-05,132.68,6400,Professional Fees,Customer B LLC,Vendor payment,JE-10835
2024-04-12,2593.74,4100,Service Revenue,Acme Supplies Inc,Service rendered,JE-10836
2024-04-19,4298.31,4000,Sales Revenue,Bridgepoint Travel,Service rendered,JE-10837
2024-10-25,9010.86,6000,Salaries Expense,Quantum Software Inc,Vendor payment,JE-10838
2024-06-09,369.98,6700,Software Subscriptions,Bayview Logistics,Vendor payment,JE-10839
2024-01-03,1064.72,6010,Payroll Tax Expense,Quantum Software Inc,Monthly invoice,JE-10840
2024-07-19,1162.7,6010,Payroll Tax Expense,Vector IT Solutions,Routine purchase,JE-10841
2024-02-03,1000.0,2000,Accounts Payable,Citywide Rentals LLC,Routine purchase,JE-10842
2024-07-28,2961.23,6100,Rent Expense,Summit Marketing Group,Subscription renewal,JE-10843
2024-12-09,236.29,6700,Software Subscriptions,Greenline Insurance,Monthly invoice,JE-10844
2024-09-21,2942.82,4100,Service Revenue,Apex Payroll Services,Service rendered,JE-10845
2024-01-15,5869.73,5100,Inventory Purchases,Customer C Holdings,Routine purchase,JE-10846
2024-06-04,931.24,6800,Insurance Expense,Customer A Corp,Subscription renewal,JE-10847
2024-05-01,3244.41,2000,Accounts Payable,Acme Supplies Inc,Equipment lease,JE-10848
2024-10-10,65.57,6300,Office Supplies,Pacific Office Co,Monthly invoice,JE-10849
2024-10-20,3615.4,5000,Cost of Goods Sold,Apex Payroll Services,Equipment lease,JE-10850
2024-09-20,4269.69,1200,Accounts Receivable,Acme Supplies Inc,Service rendered,JE-10851
2024-06-10,1180.98,6800,Insurance Expense,Customer C Holdings,Routine purchase,JE-10852
2024-01-31,1973.37,5100,Inventory Purchases,Greenline Insurance,Recurring charge,JE-10853
2024-07-17,4051.74,2000,Accounts Payable,Customer B LLC,Recurring charge,JE-10854
2024-02-02,3101.74,4100,Service Revenue,Apex Payroll Services,Reimbursement,JE-10855
2024-08-30,3551.64,5000,Cost of Goods Sold,Summit Marketing Group,Recurring charge,JE-10856
2024-08-21,514.87,6600,Marketing Expense,Bridgepoint Travel,Reimbursement,JE-10857
2024-09-17,6962.38,6000,Salaries Expense,Customer D Industries,Supplies order,JE-10858
2024-11-28,3076.01,6100,Rent Expense,Customer C Holdings,Reimbursement,JE-10859
2024-03-17,5815.31,5000,Cost of Goods Sold,Northstar Utilities,Equipment lease,JE-10860
2024-12-16,2582.78,6400,Professional Fees,Customer D Industries,Service rendered,JE-10861
2024-03-06,1135.53,6800,Insurance Expense,Quantum Software Inc,Recurring charge,JE-10862
2024-11-25,8179.23,6000,Salaries Expense,Customer C Holdings,Routine purchase,JE-10863
2024-10-03,5956.13,6000,Salaries Expense,Reliant Repair Services,Equipment lease,JE-10864
2024-04-01,3852.35,6400,Professional Fees,Vector IT Solutions,Reimbursement,JE-10865
2024-03-22,647.01,6500,Travel & Entertainment,Quantum Software Inc,Service rendered,JE-10866
2024-03-14,924.87,7000,Cash Disbursements,Customer B LLC,Routine purchase,JE-10867
2024-08-26,496.69,6200,Utilities Expense,Pacific Office Co,Vendor payment,JE-10868
2024-01-16,10000.0,5000,Cost of Goods Sold,Bayview Logistics,Subscription renewal,JE-10869
2024-09-12,50.0,6700,Software Subscriptions,Northstar Utilities,Service rendered,JE-10870
2024-01-29,5671.48,4000,Sales Revenue,Pacific Office Co,Reimbursement,JE-10871
2024-04-25,10000.0,6500,Travel & Entertainment,Bayview Logistics,Monthly invoice,JE-10872
2024-09-04,6886.04,6000,Salaries Expense,Citywide Rentals LLC,Reimbursement,JE-10873
2024-12-14,1314.23,2000,Accounts Payable,Quantum Software Inc,Subscription renewal,JE-10874
2024-12-30,5636.05,4000,Sales Revenue,Citywide Rentals LLC,Routine purchase,JE-10875
2024-08-09,419.43,6900,Repairs & Maintenance,Bayview Logistics,Monthly invoice,JE-10876
2024-10-08,260.63,6500,Travel & Entertainment,Reliant Repair Services,Vendor payment,JE-10877
2024-03-31,2852.14,6100,Rent Expense,Customer D Industries,Reimbursement,JE-10878
2024-02-26,5806.88,1200,Accounts Receivable,Reliant Repair Services,Monthly invoice,JE-10879
2024-07-23,4377.89,2000,Accounts Payable,Customer A Corp,Vendor payment,JE-10880
2024-01-29,823.2,6500,Travel & Entertainment,Customer C Holdings,Recurring charge,JE-10881
2024-06-06,88.77,6300,Office Supplies,Greenline Insurance,Reimbursement,JE-10882
2024-09-23,10355.68,4000,Sales Revenue,Standard Bank,Vendor payment,JE-10883
2024-05-09,794.81,6010,Payroll Tax Expense,Acme Supplies Inc,Service rendered,JE-10884
2024-10-23,5421.64,4000,Sales Revenue,Summit Marketing Group,Service rendered,JE-10885
2024-10-09,379.5,6700,Software Subscriptions,Citywide Rentals LLC,Monthly invoice,JE-10886
2024-06-02,372.49,6900,Repairs & Maintenance,Citywide Rentals LLC,Service rendered,JE-10887
2024-10-10,151.69,6300,Office Supplies,Bayview Logistics,Service rendered,JE-10888
2024-12-08,50.0,6300,Office Supplies,Customer C Holdings,Service rendered,JE-10889
2024-06-11,1095.11,6900,Repairs & Maintenance,Bayview Logistics,Subscription renewal,JE-10890
2024-07-31,3591.01,5100,Inventory Purchases,Summit Marketing Group,Routine purchase,JE-10891
2024-04-11,2851.86,5100,Inventory Purchases,Northstar Utilities,Equipment lease,JE-10892
2024-02-16,3730.87,6400,Professional Fees,Customer D Industries,Monthly invoice,JE-10893
2024-12-12,7487.8,6000,Salaries Expense,Quantum Software Inc,Service rendered,JE-10894
2024-02-05,1445.47,4000,Sales Revenue,Standard Bank,Equipment lease,JE-10895
2024-11-07,1103.57,6800,Insurance Expense,Summit Marketing Group,Recurring charge,JE-10896
2024-01-10,3878.43,5000,Cost of Goods Sold,Summit Marketing Group,Equipment lease,JE-10897
2024-04-05,6655.07,6000,Salaries Expense,Customer A Corp,Recurring charge,JE-10898
2024-08-08,344.26,6300,Office Supplies,Bridgepoint Travel,Reimbursement,JE-10899
2024-12-19,153.98,6300,Office Supplies,Greenline Insurance,Monthly invoice,JE-10900
2024-11-08,729.34,6010,Payroll Tax Expense,Apex Payroll Services,Supplies order,JE-10901
2024-11-18,5328.94,2000,Accounts Payable,Bridgepoint Travel,,JE-10902
2024-02-29,2093.46,2000,Accounts Payable,Quantum Software Inc,Monthly invoice,JE-10903
2024-05-01,688.55,6500,Travel & Entertainment,Bayview Logistics,Subscription renewal,JE-10904
2024-12-18,2090.81,7000,Cash Disbursements,Customer B LLC,Equipment lease,JE-10905
2024-04-11,2009.29,7000,Cash Disbursements,QuickFix Consultants #1933,Routine purchase,JE-10906
2024-08-26,2323.41,7000,Cash Disbursements,Northstar Utilities,Service rendered,JE-10907
2024-04-05,446.43,6300,Office Supplies,Citywide Rentals LLC,Routine purchase,JE-10908
2024-04-23,685.44,6300,Office Supplies,Pacific Office Co,Reimbursement,JE-10909
2024-04-30,1169.79,6010,Payroll Tax Expense,Acme Supplies Inc,Routine purchase,JE-10910
2024-07-20,7500.0,6010,Payroll Tax Expense,Customer B LLC,Subscription renewal,JE-10911
2024-12-30,1213.95,6800,Insurance Expense,Customer A Corp,Reimbursement,JE-10912
2024-09-04,1257.22,6010,Payroll Tax Expense,Summit Marketing Group,Service rendered,JE-10913
2024-03-01,2859.71,6400,Professional Fees,Bayview Logistics,Service rendered,JE-10914
2024-02-08,1319.61,6600,Marketing Expense,Bayview Logistics,Supplies order,JE-10915
2024-10-30,1054.31,6600,Marketing Expense,Customer B LLC,Vendor payment,JE-10916
2024-04-12,529.22,6010,Payroll Tax Expense,Pacific Office Co,Supplies order,JE-10917
2024-09-12,2379.3,5100,Inventory Purchases,Pacific Office Co,Vendor payment,JE-10918
