date,amount,debit_amount,credit_amount,account_code,account_name,vendor,description,journal_ref,dr_cr_pattern
2024-03-22,4414.66,0.0,4414.66,4000,Sales Revenue,Customer B LLC,Reimbursement,JE-11015,standard
2024-04-11,2554.89,2554.89,0.0,6400,Professional Fees,Customer A Corp,Equipment lease,JE-11016,standard
2024-05-13,1391.35,1391.35,0.0,6010,Payroll Tax Expense,Vector IT Solutions,Equipment lease,JE-11017,standard
2024-08-31,351.57,351.57,0.0,6700,Software Subscriptions,Pacific Office Co,Monthly invoice,JE-11018,non_standard
2024-06-07,2626.33,2626.33,0.0,5100,Inventory Purchases,Customer C Holdings,Monthly invoice,JE-11019,standard
2024-02-02,479.53,479.53,0.0,6200,Utilities Expense,Quantum Software Inc,Monthly invoice,JE-11020,non_standard
2024-02-19,5365.57,5365.57,0.0,5100,Inventory Purchases,Standard Bank,Routine purchase,JE-11021,standard
2024-09-09,2355.49,2355.49,0.0,6400,Professional Fees,Northstar Utilities,Vendor payment,JE-11022,standard
2024-08-16,4371.72,4371.72,0.0,7000,Cash Disbursements,Quantum Software Inc,Vendor payment,JE-11023,standard
2024-04-16,692.34,692.34,0.0,6900,Repairs & Maintenance,Customer D Industries,Recurring charge,JE-11024,non_standard
2024-02-29,7771.88,7771.88,0.0,1200,Accounts Receivable,Bayview Logistics,Service rendered,JE-11025,standard
2024-03-23,83.63,83.63,0.0,6300,Office Supplies,Citywide Rentals LLC,Subscription renewal,JE-11026,non_standard
2024-04-09,179.1,179.1,0.0,7000,Cash Disbursements,Standard Bank,Vendor payment,JE-11027,standard
2024-10-03,679.27,679.27,0.0,6200,Utilities Expense,Bridgepoint Travel,Equipment lease,JE-11028,non_standard
2024-05-20,2864.3,0.0,2864.3,4100,Service Revenue,Bayview Logistics,Equipment lease,JE-11029,standard
2024-12-21,950.83,950.83,0.0,6900,Repairs & Maintenance,Customer C Holdings,Recurring charge,JE-11030,non_standard
2024-03-11,401.26,401.26,0.0,6500,Travel & Entertainment,Customer A Corp,Routine purchase,JE-11031,non_standard
2024-10-25,205.86,205.86,0.0,6700,Software Subscriptions,Standard Bank,Monthly invoice,JE-11032,non_standard
2024-11-05,1142.19,1142.19,0.0,6500,Travel & Entertainment,Customer D Industries,Subscription renewal,JE-11033,non_standard
2024-01-29,2011.53,2011.53,0.0,6600,Marketing Expense,Customer D Industries,Routine purchase,JE-11034,non_standard
2024-02-29,449.49,449.49,0.0,6200,Utilities Expense,Pacific Office Co,Reimbursement,JE-11035,non_standard
2024-05-03,765.24,765.24,0.0,6900,Repairs & Maintenance,Citywide Rentals LLC,Reimbursement,JE-11036,non_standard
2024-10-15,5367.57,0.0,5367.57,4100,Service Revenue,Customer A Corp,Reimbursement,JE-11037,standard
2024-12-25,1143.56,1143.56,0.0,6010,Payroll Tax Expense,Customer B LLC,Equipment lease,JE-11038,standard
2024-11-13,1235.17,1235.17,0.0,6900,Repairs & Maintenance,Pacific Office Co,Reimbursement,JE-11039,non_standard
2024-09-30,1177.68,1177.68,0.0,6010,Payroll Tax Expense,Customer C Holdings,Reimbursement,JE-11040,standard
2024-11-02,4707.58,4707.58,0.0,1200,Accounts Receivable,Standard Bank,Subscription renewal,JE-11041,standard
2024-11-13,2892.23,2892.23,0.0,6100,Rent Expense,Summit Marketing Group,Routine purchase,JE-11042,non_standard
2024-11-09,441.36,441.36,0.0,6200,Utilities Expense,Summit Marketing Group,Supplies order,JE-11043,non_standard
2024-12-21,4628.14,4628.14,0.0,5000,Cost of Goods Sold,Customer B LLC,Recurring charge,JE-11044,non_standard
2024-02-06,556.45,556.45,0.0,6010,Payroll Tax Expense,Bridgepoint Travel,Reimbursement,JE-11045,standard
2024-03-08,267.04,267.04,0.0,6300,Office Supplies,Reliant Repair Services,Vendor payment,JE-11046,non_standard
2024-08-27,303.79,303.79,0.0,6700,Software Subscriptions,Standard Bank,Supplies order,JE-11047,non_standard
2024-05-23,723.95,723.95,0.0,6500,Travel & Entertainment,Summit Marketing Group,Subscription renewal,JE-11048,non_standard
2024-01-05,320.94,320.94,0.0,6200,Utilities Expense,Citywide Rentals LLC,Subscription renewal,JE-11049,non_standard
2024-01-29,892.19,892.19,0.0,6600,Marketing Expense,Standard Bank,Routine purchase,JE-11050,non_standard
2024-09-02,613.79,613.79,0.0,6700,Software Subscriptions,Northstar Utilities,Equipment lease,JE-11051,non_standard
2024-06-28,329.33,329.33,0.0,6900,Repairs & Maintenance,Bridgepoint Travel,Service rendered,JE-11052,non_standard
2024-05-07,1345.13,1345.13,0.0,6010,Payroll Tax Expense,Standard Bank,Routine purchase,JE-11053,standard
2024-05-06,3913.78,0.0,3913.78,2000,Accounts Payable,Summit Marketing Group,Routine purchase,JE-11054,standard
2024-11-18,50.0,50.0,0.0,6400,Professional Fees,Quantum Software Inc,Recurring charge,JE-11055,standard
2024-11-22,1008.93,1008.93,0.0,6400,Professional Fees,Greenline Insurance,Recurring charge,JE-11056,standard
2024-12-17,50.0,50.0,0.0,6400,Professional Fees,Customer C Holdings,Service rendered,JE-11057,standard
2024-08-12,1078.85,1078.85,0.0,6600,Marketing Expense,Citywide Rentals LLC,Monthly invoice,JE-11058,non_standard
2024-01-23,6369.49,6369.49,0.0,6000,Salaries Expense,Reliant Repair Services,Subscription renewal,JE-11059,standard
2024-05-16,912.42,912.42,0.0,6800,Insurance Expense,Acme Supplies Inc,Equipment lease,JE-11060,non_standard
2024-05-05,50.0,50.0,0.0,6900,Repairs & Maintenance,Standard Bank,Service rendered,JE-11061,non_standard
2024-01-03,3172.21,0.0,3172.21,2000,Accounts Payable,Acme Supplies Inc,Subscription renewal,JE-11062,standard
2024-11-09,2610.98,0.0,2610.98,2000,Accounts Payable,Summit Marketing Group,Recurring charge,JE-11063,standard
2024-03-14,317.7,317.7,0.0,6500,Travel & Entertainment,Northstar Utilities,Subscription renewal,JE-11064,non_standard
2024-04-25,50.0,50.0,0.0,6600,Marketing Expense,Apex Payroll Services,Recurring charge,JE-11065,non_standard
2024-12-09,530.61,530.61,0.0,6500,Travel & Entertainment,Customer C Holdings,Supplies order,JE-11066,non_standard
2024-02-21,2959.65,2959.65,0.0,5000,Cost of Goods Sold,Greenline Insurance,Vendor payment,JE-11067,non_standard
2024-11-19,3442.26,3442.26,0.0,7000,Cash Disbursements,Apex Payroll Services,Routine purchase,JE-11068,standard
2024-01-19,2531.89,0.0,2531.89,2000,Accounts Payable,Reliant Repair Services,Subscription renewal,JE-11069,standard
2024-01-02,662.77,662.77,0.0,6900,Repairs & Maintenance,Summit Marketing Group,Subscription renewal,JE-11070,non_standard
2024-08-31,1070.16,1070.16,0.0,6800,Insurance Expense,Greenline Insurance,Service rendered,JE-11071,non_standard
2024-02-20,50.0,50.0,0.0,6900,Repairs & Maintenance,Customer D Industries,Reimbursement,JE-11072,non_standard
2024-06-04,375.03,375.03,0.0,6500,Travel & Entertainment,Northstar Utilities,Reimbursement,JE-11073,non_standard
2024-10-11,2824.41,2824.41,0.0,6400,Professional Fees,Customer D Industries,Routine purchase,JE-11074,standard
2024-05-28,381.04,381.04,0.0,6400,Professional Fees,Summit Marketing Group,Subscription renewal,JE-11075,standard
2024-06-07,6593.5,6593.5,0.0,1200,Accounts Receivable,Quantum Software Inc,Service rendered,JE-11076,standard
2024-07-02,474.56,474.56,0.0,6500,Travel & Entertainment,Citywide Rentals LLC,Equipment lease,JE-11077,non_standard
2024-10-14,603.05,603.05,0.0,6700,Software Subscriptions,Standard Bank,Equipment lease,JE-11078,non_standard
2024-07-02,5888.36,5888.36,0.0,5100,Inventory Purchases,Reliant Repair Services,Supplies order,JE-11079,standard
2024-01-20,1367.9,1367.9,0.0,7000,Cash Disbursements,Apex Payroll Services,Supplies order,JE-11080,standard
2024-04-25,528.42,528.42,0.0,6300,Office Supplies,Citywide Rentals LLC,Equipment lease,JE-11081,non_standard
2024-09-30,326.18,326.18,0.0,6200,Utilities Expense,Vector IT Solutions,Supplies order,JE-11082,non_standard
2024-02-01,6525.67,6525.67,0.0,5100,Inventory Purchases,Customer A Corp,Reimbursement,JE-11083,standard
2024-08-27,78.62,78.62,0.0,6600,Marketing Expense,Standard Bank,Monthly invoice,JE-11084,non_standard
2024-07-23,5595.13,5595.13,0.0,7000,Cash Disbursements,Vector IT Solutions,Routine purchase,JE-11085,standard
2024-11-11,438.89,438.89,0.0,6900,Repairs & Maintenance,Acme Supplies Inc,Vendor payment,JE-11086,non_standard
2024-10-11,6070.49,6070.49,0.0,5100,Inventory Purchases,Customer B LLC,Recurring charge,JE-11087,standard
2024-08-29,736.75,736.75,0.0,6600,Marketing Expense,Acme Supplies Inc,Subscription renewal,JE-11088,non_standard
2024-01-15,1145.42,1145.42,0.0,6010,Payroll Tax Expense,Pacific Office Co,Reimbursement,JE-11089,standard
2024-08-30,275.98,275.98,0.0,6600,Marketing Expense,Reliant Repair Services,Routine purchase,JE-11090,non_standard
2024-05-21,1171.69,1171.69,0.0,6800,Insurance Expense,Northstar Utilities,Recurring charge,JE-11091,non_standard
2024-11-13,1735.8,1735.8,0.0,1200,Accounts Receivable,Greenline Insurance,Vendor payment,JE-11092,standard
2024-09-18,2517.59,2517.59,0.0,7000,Cash Disbursements,Summit Marketing Group,Routine purchase,JE-11093,standard
2024-03-27,1965.19,1965.19,0.0,5100,Inventory Purchases,Bayview Logistics,Reimbursement,JE-11094,standard
2024-12-10,380.61,380.61,0.0,6900,Repairs & Maintenance,Customer D Industries,Vendor payment,JE-11095,non_standard
2024-09-30,736.83,736.83,0.0,6900,Repairs & Maintenance,Reliant Repair Services,Supplies order,JE-11096,non_standard
2024-05-11,4909.37,4909.37,0.0,1200,Accounts Receivable,Customer D Industries,Supplies order,JE-11097,standard
2024-09-20,345.6,345.6,0.0,6700,Software Subscriptions,Summit Marketing Group,Reimbursement,JE-11098,non_standard
2024-03-03,2850.84,2850.84,0.0,6400,Professional Fees,Customer A Corp,Equipment lease,JE-11099,standard
2024-03-12,586.7,586.7,0.0,6010,Payroll Tax Expense,Customer D Industries,Routine purchase,JE-11100,standard
2024-08-30,24718.17,24718.17,0.0,6100,Rent Expense,Vector IT Solutions,Subscription renewal,JE-11101,non_standard
2024-02-04,1035.14,1035.14,0.0,6900,Repairs & Maintenance,Bridgepoint Travel,Monthly invoice,JE-11102,non_standard
2024-07-30,4239.86,0.0,4239.86,2000,Accounts Payable,Vector IT Solutions,Service rendered,JE-11103,standard
2024-05-12,6391.79,6391.79,0.0,5100,Inventory Purchases,Apex Payroll Services,Subscription renewal,JE-11104,standard
2024-04-15,7143.81,7143.81,0.0,6000,Salaries Expense,Pacific Office Co,Equipment lease,JE-11105,standard
2024-03-02,312.92,312.92,0.0,6700,Software Subscriptions,Vector IT Solutions,Monthly invoice,JE-11106,non_standard
2024-09-11,170.14,170.14,0.0,6900,Repairs & Maintenance,Customer D Industries,Subscription renewal,JE-11107,non_standard
2024-01-23,153.63,153.63,0.0,6300,Office Supplies,Customer B LLC,Monthly invoice,JE-11108,non_standard
2024-06-28,344.3,344.3,0.0,6700,Software Subscriptions,Customer B LLC,Reimbursement,JE-11109,non_standard
2024-11-14,3315.68,0.0,3315.68,2000,Accounts Payable,Acme Supplies Inc,Supplies order,JE-11110,standard
2024-10-07,6239.2,0.0,6239.2,4000,Sales Revenue,Reliant Repair Services,Service rendered,JE-11111,standard
2024-01-23,710.98,710.98,0.0,7000,Cash Disbursements,Customer A Corp,Reimbursement,JE-11112,standard
2024-06-18,3384.55,0.0,3384.55,4100,Service Revenue,Bayview Logistics,Routine purchase,JE-11113,standard
2024-07-24,4721.49,0.0,4721.49,2000,Accounts Payable,Standard Bank,Reimbursement,JE-11114,standard
2024-01-03,7919.54,0.0,7919.54,4100,Service Revenue,Customer C Holdings,Supplies order,JE-11115,standard
2024-10-14,741.2,741.2,0.0,6900,Repairs & Maintenance,Bayview Logistics,Service rendered,JE-11116,non_standard
2024-08-14,50.0,50.0,0.0,6500,Travel & Entertainment,Standard Bank,Recurring charge,JE-11117,non_standard
2024-05-01,4522.44,4522.44,0.0,1200,Accounts Receivable,Summit Marketing Group,Equipment lease,JE-11118,standard
2024-02-11,674.28,674.28,0.0,6300,Office Supplies,Customer D Industries,Monthly invoice,JE-11119,non_standard
2024-10-29,1493.59,1493.59,0.0,1200,Accounts Receivable,Quantum Software Inc,Vendor payment,JE-11120,standard
2024-03-26,348.46,348.46,0.0,6200,Utilities Expense,Customer B LLC,Equipment lease,JE-11121,non_standard
2024-07-26,642.17,642.17,0.0,6600,Marketing Expense,Customer C Holdings,Service rendered,JE-11122,non_standard
2024-11-09,657.42,657.42,0.0,6900,Repairs & Maintenance,Standard Bank,Monthly invoice,JE-11123,non_standard
2024-10-02,1087.47,1087.47,0.0,6800,Insurance Expense,Citywide Rentals LLC,Vendor payment,JE-11124,non_standard
2024-02-22,1040.54,1040.54,0.0,6010,Payroll Tax Expense,Citywide Rentals LLC,Routine purchase,JE-11125,standard
2024-12-05,2330.72,2330.72,0.0,6400,Professional Fees,Customer A Corp,Subscription renewal,JE-11126,standard
2024-11-21,974.56,974.56,0.0,6600,Marketing Expense,Customer C Holdings,Routine purchase,JE-11127,non_standard
2024-07-25,729.52,729.52,0.0,7000,Cash Disbursements,Customer B LLC,Monthly invoice,JE-11128,standard
2024-11-17,2740.67,2740.67,0.0,5000,Cost of Goods Sold,Greenline Insurance,Supplies order,JE-11129,non_standard
2024-06-08,631.47,631.47,0.0,6400,Professional Fees,Customer A Corp,Recurring charge,JE-11130,standard
2024-02-22,2978.03,2978.03,0.0,6100,Rent Expense,Reliant Repair Services,Subscription renewal,JE-11131,non_standard
2024-07-21,4850.0,4850.0,0.0,6500,Travel & Entertainment,Vista Trading Co #1986,,JE-11132,non_standard
2024-05-28,3450.47,0.0,3450.47,4100,Service Revenue,Bridgepoint Travel,Subscription renewal,JE-11133,standard
2024-12-23,2088.7,2088.7,0.0,1200,Accounts Receivable,Customer B LLC,Routine purchase,JE-11134,standard
2024-11-12,497.69,497.69,0.0,6700,Software Subscriptions,Customer B LLC,Supplies order,JE-11135,non_standard
2024-11-06,3009.35,0.0,3009.35,2000,Accounts Payable,Bayview Logistics,Supplies order,JE-11136,standard
2024-10-18,2254.06,2254.06,0.0,6400,Professional Fees,Pacific Office Co,Vendor payment,JE-11137,standard
2024-12-17,8084.0,8084.0,0.0,5100,Inventory Purchases,Reliant Repair Services,Subscription renewal,JE-11138,standard
2024-04-16,5679.84,5679.84,0.0,1200,Accounts Receivable,Quantum Software Inc,Equipment lease,JE-11139,standard
2024-11-07,1142.12,1142.12,0.0,6600,Marketing Expense,Citywide Rentals LLC,Subscription renewal,JE-11140,non_standard
2024-01-10,302.69,302.69,0.0,6700,Software Subscriptions,Vector IT Solutions,Service rendered,JE-11141,non_standard
2024-03-28,155.28,155.28,0.0,6300,Office Supplies,Pacific Office Co,Supplies order,JE-11142,non_standard
2024-12-12,416.55,416.55,0.0,6700,Software Subscriptions,Apex Payroll Services,Supplies order,JE-11143,non_standard
2024-10-07,3092.1,3092.1,0.0,5000,Cost of Goods Sold,Vector IT Solutions,Equipment lease,JE-11144,non_standard
2024-05-23,4274.04,4274.04,0.0,5000,Cost of Goods Sold,Customer A Corp,Routine purchase,JE-11145,non_standard
2024-02-16,1538.79,1538.79,0.0,5100,Inventory Purchases,Northstar Utilities,Equipment lease,JE-11146,standard
2024-09-20,1423.01,1423.01,0.0,6400,Professional Fees,Quantum Software Inc,Vendor payment,JE-11147,standard
2024-08-21,8405.66,8405.66,0.0,1200,Accounts Receivable,Greenline Insurance,Subscription renewal,JE-11148,standard
2024-11-22,3356.31,3356.31,0.0,6000,Salaries Expense,Summit Marketing Group,Routine purchase,JE-11149,standard
2024-11-26,1926.53,1926.53,0.0,6400,Professional Fees,Standard Bank,Vendor payment,JE-11150,standard
2024-11-01,329.45,329.45,0.0,6200,Utilities Expense,Vector IT Solutions,Service rendered,JE-11151,non_standard
2024-03-11,5964.28,5964.28,0.0,6000,Salaries Expense,Customer B LLC,Subscription renewal,JE-11152,standard
2024-01-11,2619.43,2619.43,0.0,5000,Cost of Goods Sold,Citywide Rentals LLC,Routine purchase,JE-11153,non_standard
2024-01-08,3674.35,3674.35,0.0,5100,Inventory Purchases,Standard Bank,Recurring charge,JE-11154,standard
2024-06-26,3011.33,3011.33,0.0,6100,Rent Expense,Bayview Logistics,Supplies order,JE-11155,non_standard
2024-05-01,6640.13,6640.13,0.0,5000,Cost of Goods Sold,Reliant Repair Services,Reimbursement,JE-11156,non_standard
2024-04-24,383.76,383.76,0.0,6700,Software Subscriptions,Bridgepoint Travel,Routine purchase,JE-11157,non_standard
2024-03-01,4905.81,0.0,4905.81,2000,Accounts Payable,Summit Marketing Group,Supplies order,JE-11158,standard
2024-02-16,1643.74,1643.74,0.0,6600,Marketing Expense,Customer A Corp,Monthly invoice,JE-11159,non_standard
2024-10-03,1687.47,1687.47,0.0,6600,Marketing Expense,Apex Payroll Services,Subscription renewal,JE-11160,non_standard
2024-05-30,1367.66,1367.66,0.0,1200,Accounts Receivable,Customer C Holdings,Subscription renewal,JE-11161,standard
2024-06-05,3095.66,0.0,3095.66,4100,Service Revenue,Standard Bank,Monthly invoice,JE-11162,standard
2024-10-26,2883.13,2883.13,0.0,6100,Rent Expense,Acme Supplies Inc,Recurring charge,JE-11163,non_standard
2024-07-29,1285.87,1285.87,0.0,6600,Marketing Expense,Reliant Repair Services,Monthly invoice,JE-11164,non_standard
2024-07-03,4071.4,0.0,4071.4,4000,Sales Revenue,Quantum Software Inc,Routine purchase,JE-11165,standard
2024-02-01,1483.49,1483.49,0.0,6600,Marketing Expense,Customer A Corp,Supplies order,JE-11166,non_standard
2024-04-22,413.71,413.71,0.0,6700,Software Subscriptions,Bayview Logistics,Equipment lease,JE-11167,non_standard
2024-04-13,9850.0,0.0,9850.0,4100,Service Revenue,Maple Holdings Ltd #1994,,JE-11168,standard
2024-02-05,1052.95,1052.95,0.0,6800,Insurance Expense,Quantum Software Inc,Reimbursement,JE-11169,non_standard
2024-02-13,1213.43,1213.43,0.0,5000,Cost of Goods Sold,Customer D Industries,Vendor payment,JE-11170,non_standard
2024-10-29,279.79,279.79,0.0,6500,Travel & Entertainment,Greenline Insurance,Monthly invoice,JE-11171,non_standard
2024-12-25,189.14,189.14,0.0,6300,Office Supplies,Apex Payroll Services,Monthly invoice,JE-11172,non_standard
2024-06-30,324.73,324.73,0.0,6900,Repairs & Maintenance,Summit Marketing Group,Equipment lease,JE-11173,non_standard
2024-10-26,2971.34,2971.34,0.0,5000,Cost of Goods Sold,Northstar Utilities,Routine purchase,JE-11174,non_standard
2024-11-01,2784.54,2784.54,0.0,6400,Professional Fees,Summit Marketing Group,Service rendered,JE-11175,standard
2024-06-11,6313.95,6313.95,0.0,1200,Accounts Receivable,Standard Bank,Monthly invoice,JE-11176,standard
2024-05-05,5292.77,5292.77,0.0,5100,Inventory Purchases,Vector IT Solutions,Routine purchase,JE-11177,standard
2024-09-27,887.2,887.2,0.0,6010,Payroll Tax Expense,Pacific Office Co,Reimbursement,JE-11178,standard
2024-06-07,50.0,50.0,0.0,6700,Software Subscriptions,Vector IT Solutions,Service rendered,JE-11179,non_standard
2024-06-06,282.97,282.97,0.0,6900,Repairs & Maintenance,Reliant Repair Services,Recurring charge,JE-11180,non_standard
2024-03-08,3183.24,0.0,3183.24,2000,Accounts Payable,Citywide Rentals LLC,Routine purchase,JE-11181,standard
2024-01-13,1393.37,1393.37,0.0,6010,Payroll Tax Expense,Apex Payroll Services,Reimbursement,JE-11182,standard
2024-06-18,2889.66,2889.66,0.0,6100,Rent Expense,Quantum Software Inc,Equipment lease,JE-11183,non_standard
2024-01-08,1134.14,1134.14,0.0,5000,Cost of Goods Sold,Summit Marketing Group,Service rendered,JE-11184,non_standard
2024-12-30,862.48,862.48,0.0,6800,Insurance Expense,Maple Holdings Ltd #1920,Vendor payment,JE-11185,non_standard
2024-07-26,471.33,471.33,0.0,6700,Software Subscriptions,Citywide Rentals LLC,Subscription renewal,JE-11186,non_standard
2024-06-12,6769.38,0.0,6769.38,4000,Sales Revenue,Summit Marketing Group,Vendor payment,JE-11187,standard
2024-12-17,1807.87,1807.87,0.0,6800,Insurance Expense,Customer A Corp,Subscription renewal,JE-11188,non_standard
2024-11-08,990.06,990.06,0.0,6010,Payroll Tax Expense,Vector IT Solutions,Supplies order,JE-11189,standard
2024-08-12,408.08,408.08,0.0,6700,Software Subscriptions,Standard Bank,Vendor payment,JE-11190,non_standard
2024-02-14,50.0,50.0,0.0,6900,Repairs & Maintenance,Bayview Logistics,Recurring charge,JE-11191,non_standard
2024-06-26,382.49,382.49,0.0,6200,Utilities Expense,Standard Bank,Supplies order,JE-11192,non_standard
2024-09-14,425.45,425.45,0.0,6300,Office Supplies,Acme Supplies Inc,Vendor payment,JE-11193,non_standard
2024-09-25,3026.74,3026.74,0.0,6100,Rent Expense,Bridgepoint Travel,Routine purchase,JE-11194,non_standard
2024-10-18,1976.63,1976.63,0.0,6400,Professional Fees,Bridgepoint Travel,Recurring charge,JE-11195,standard
2024-05-05,2983.87,2983.87,0.0,6100,Rent Expense,Customer D Industries,Vendor payment,JE-11196,non_standard
2024-01-16,5764.11,5764.11,0.0,5100,Inventory Purchases,Quantum Software Inc,Recurring charge,JE-11197,standard
2024-12-31,254.21,254.21,0.0,6700,Software Subscriptions,Standard Bank,Vendor payment,JE-11198,non_standard
2024-12-12,564.32,564.32,0.0,6300,Office Supplies,Standard Bank,Recurring charge,JE-11199,non_standard
2024-06-09,80.86,80.86,0.0,6300,Office Supplies,Vector IT Solutions,Supplies order,JE-11200,non_standard
2024-01-03,3270.27,3270.27,0.0,1200,Accounts Receivable,Vector IT Solutions,Service rendered,JE-11201,standard
2024-11-15,1191.1,1191.1,0.0,6800,Insurance Expense,Apex Payroll Services,Equipment lease,JE-11202,non_standard
2024-05-01,652.03,652.03,0.0,5100,Inventory Purchases,Customer A Corp,Reimbursement,JE-11203,standard
2024-09-21,6954.56,0.0,6954.56,4000,Sales Revenue,Bayview Logistics,Service rendered,JE-11204,standard
2024-12-13,1068.91,1068.91,0.0,6800,Insurance Expense,Citywide Rentals LLC,Subscription renewal,JE-11205,non_standard
2024-11-04,1215.11,1215.11,0.0,6800,Insurance Expense,Apex Payroll Services,Subscription renewal,JE-11206,non_standard
2024-01-29,835.32,835.32,0.0,6500,Travel & Entertainment,Quantum Software Inc,Monthly invoice,JE-11207,non_standard
2024-01-31,3229.9,0.0,3229.9,4100,Service Revenue,Reliant Repair Services,Routine purchase,JE-11208,standard
2024-06-28,183.84,183.84,0.0,6500,Travel & Entertainment,Summit Marketing Group,Equipment lease,JE-11209,non_standard
2024-11-26,1106.0,1106.0,0.0,6900,Repairs & Maintenance,Acme Supplies Inc,Supplies order,JE-11210,non_standard
2024-03-21,5712.27,0.0,5712.27,2000,Accounts Payable,Standard Bank,Monthly invoice,JE-11211,standard
2024-02-14,1056.52,1056.52,0.0,6500,Travel & Entertainment,Pacific Office Co,Vendor payment,JE-11212,non_standard
2024-10-09,3613.84,3613.84,0.0,5000,Cost of Goods Sold,Bridgepoint Travel,Reimbursement,JE-11213,non_standard
2024-05-06,2894.08,2894.08,0.0,6100,Rent Expense,Summit Marketing Group,Subscription renewal,JE-11214,non_standard
2024-09-08,850.17,850.17,0.0,6800,Insurance Expense,Greenline Insurance,Supplies order,JE-11215,non_standard
2024-03-07,5918.92,5918.92,0.0,6000,Salaries Expense,Summit Marketing Group,Routine purchase,JE-11216,standard
2024-12-19,311.48,311.48,0.0,6700,Software Subscriptions,Customer D Industries,Recurring charge,JE-11217,non_standard
2024-04-19,300.78,300.78,0.0,6900,Repairs & Maintenance,Bridgepoint Travel,Equipment lease,JE-11218,non_standard
2024-05-10,5620.07,5620.07,0.0,5100,Inventory Purchases,Citywide Rentals LLC,Service rendered,JE-11219,standard
2024-08-04,5370.59,0.0,5370.59,2000,Accounts Payable,Acme Supplies Inc,Subscription renewal,JE-11220,standard
2024-12-14,7774.25,0.0,7774.25,4000,Sales Revenue,Northstar Utilities,Recurring charge,JE-11221,standard
2024-06-04,1089.41,1089.41,0.0,6800,Insurance Expense,Customer C Holdings,Supplies order,JE-11222,non_standard
2024-02-21,7036.51,0.0,7036.51,4100,Service Revenue,Customer B LLC,Reimbursement,JE-11223,standard
2024-03-15,5724.97,0.0,5724.97,4100,Service Revenue,Pacific Office Co,Supplies order,JE-11224,standard
2024-04-30,3246.41,3246.41,0.0,6400,Professional Fees,Citywide Rentals LLC,Subscription renewal,JE-11225,standard
2024-02-23,1171.37,1171.37,0.0,6800,Insurance Expense,Apex Payroll Services,Routine purchase,JE-11226,non_standard
2024-11-18,382.56,382.56,0.0,6300,Office Supplies,Customer A Corp,Recurring charge,JE-11227,non_standard
2024-02-27,3190.94,3190.94,0.0,6100,Rent Expense,Pacific Office Co,Recurring charge,JE-11228,non_standard
2024-01-10,5027.3,0.0,5027.3,2000,Accounts Payable,Customer A Corp,Reimbursement,JE-11229,standard
2024-11-25,7500.0,7500.0,0.0,5100,Inventory Purchases,Bayview Logistics,Service rendered,JE-11230,standard
2024-04-11,3385.38,3385.38,0.0,7000,Cash Disbursements,Citywide Rentals LLC,Supplies order,JE-11231,standard
2024-01-26,148.22,148.22,0.0,6900,Repairs & Maintenance,Apex Payroll Services,Recurring charge,JE-11232,non_standard
2024-07-29,2003.91,0.0,2003.91,2000,Accounts Payable,Acme Supplies Inc,Monthly invoice,JE-11233,standard
2024-11-15,356.83,356.83,0.0,6900,Repairs & Maintenance,Greenline Insurance,Equipment lease,JE-11234,non_standard
2024-06-12,949.87,949.87,0.0,6800,Insurance Expense,Summit Marketing Group,Vendor payment,JE-11235,non_standard
2024-01-18,3201.34,3201.34,0.0,6100,Rent Expense,Acme Supplies Inc,Vendor payment,JE-11236,non_standard
2024-03-15,1796.39,1796.39,0.0,5000,Cost of Goods Sold,Greenline Insurance,Equipment lease,JE-11237,non_standard
2024-07-02,382.18,382.18,0.0,6700,Software Subscriptions,Greenline Insurance,Supplies order,JE-11238,non_standard
2024-07-30,2833.14,2833.14,0.0,6100,Rent Expense,Customer D Industries,Routine purchase,JE-11239,non_standard
2024-02-12,2215.8,2215.8,0.0,6600,Marketing Expense,Customer B LLC,Vendor payment,JE-11240,non_standard
2024-05-06,8304.79,8304.79,0.0,6000,Salaries Expense,Summit Marketing Group,Vendor payment,JE-11241,standard
2024-09-25,4159.75,4159.75,0.0,7000,Cash Disbursements,Quantum Software Inc,Vendor payment,JE-11242,standard
2024-09-25,2367.01,2367.01,0.0,5000,Cost of Goods Sold,Reliant Repair Services,Vendor payment,JE-11243,non_standard
2024-10-11,6521.79,0.0,6521.79,2000,Accounts Payable,Greenline Insurance,Vendor payment,JE-11244,standard
2024-05-15,3299.05,3299.05,0.0,7000,Cash Disbursements,Bayview Logistics,Subscription renewal,JE-11245,standard
2024-01-18,7067.12,7067.12,0.0,6000,Salaries Expense,Vector IT Solutions,Supplies order,JE-11246,standard
2024-09-17,3157.4,3157.4,0.0,6100,Rent Expense,Customer A Corp,Reimbursement,JE-11247,non_standard
2024-04-18,1289.67,1289.67,0.0,6600,Marketing Expense,Customer B LLC,Subscription renewal,JE-11248,non_standard
2024-03-14,2241.69,2241.69,0.0,5000,Cost of Goods Sold,Citywide Rentals LLC,Supplies order,JE-11249,non_standard
2024-09-29,1395.92,1395.92,0.0,1200,Accounts Receivable,Bridgepoint Travel,Equipment lease,JE-11250,standard
2024-08-05,662.17,662.17,0.0,6010,Payroll Tax Expense,Customer B LLC,Routine purchase,JE-11251,standard
2024-05-21,784.44,784.44,0.0,6010,Payroll Tax Expense,Northstar Utilities,Routine purchase,JE-11252,standard
